Food_group_code,Food_group,Code,Food_name,Edible_conversion_factor,Energy_in_kJ,Energy_in_kcal,Water_in_g,Protein_in_g,Fat_in_g,Carbohydrate_available_in_g,Fibre_in_g,Ash_in_g,Ca_in_mg,Fe_in_mg,Mg_in_mg,P_in_mg,K_in_mg,Na_in_mg,Zn_in_mg,Se_in_mg,Vit_A_RAE_in_mcg,Vit_A_RE_in_mcg,Retinol_in_mcg,Beta_carotene_equivalent_in_mcg,Thiamin_in_mcg,Riboflavin_in_mcg,Niacin_in_mcg,Dietary_Folate_Eq_in_mcg,Food_folate_in_mcg,Vit_B12_in_mcg,Vit_C_in_mcg,Cholesterol_in_mg,Dish_group_code,Dish_group_name,Dish_group_description,Dish_group_image,Food_description,Food_image,Food_ingredients,Food_preparation_cooking_serves_makes,Time
15,Mixed dishes,15118,Nyenyi (Mashed Pigeon Peas & Green Maize),0,524,125,66.4,4.9,2.3,17.8,6.5,2,56,1.8,41,106,479,273,0.89,0.004,23,34,12,130,140,50,1000,54,54,0,2900,0,4,Mashed Dishes,"This category comprises of those recipes which require mashing of all the ingredients together before serving. Different communities in Kenya traditionally mashed a combined set of ingredients together, perhaps as a coping mechanism or in order to save cooking time. These dishes were also believed to have a rich nutrient base and were eaten without any accompaniment. The most common ingredients used in these dishes were a root (such as potatoes or sweet potatoes or cassava), bananas (green or ripe), a green vegetable,maize, and a legume. Different communities have different names for these dishes. For example, Mukimo is common among the Kikuyu and Meru communities, Mushenye among the Luhya communities, Kimanga among the Taita and coastal communities. Avery common practice across many communities in Kenya is that most infant dishes are made from this category. Infant dishes exclude use of hard ingredients such as maize. [Process photos for recipes in this category will be added in this space]",,"“Nyenyi” is a traditional delicacy among the Embu community. It is made of green maize mashed with potatoes and pigeon peas. It is eaten during lunch and dinner by the entire family. Sometimes, the left-over of this dish is eaten as breakfast. Traditionally, this dish was eaten dry but in modern times it is eaten with variety of stews.",,"\n2 1⁄2 cups (474 g) pigeon peas, dry, raw \n6 potatoes, unpeeled, Irish, white (1.6 kg) \n200 g pumpkin leaves, raw \n3 maize cobs with kernels (750 g) \n4 tsp. (20 g) salt, iodized \n1/3 cup (61 g) margarine \n30 cups (6472 g) water","\nSort and wash the pigeon peas. Put into a pot with 23 cups of water and cover. \nBoil to cook for 2 hours. \nExpose the maize kernels by pulling back the husks and carefully remove the silk. \nRemove kernels from the cobs by hand in rows or use a corn zipper. \nWash the maize and add to the boiling pigeon peas. Continue boiling until both are tender and ready. \nRemove from heat, drain any remaining water and put into a bowl. \nMeanwhile, prepare and cut the potatoes. \nRemove the pumpkin stalks, wash and cut the pumpkin leaves and hand blend with salt. \nPut the cut potatoes, salted pumpkin leaves, followed by the boiled pigeon peas-maize mixture into a cooking pot. \nAdd the rest of the water, cover and cook until the potatoes are ready and soft. \nAdd margarine, remove from heat and mash \nServe while hot.",Preparation 10 minutes | Cooking 3 hours | Serves 4
15,Mixed dishes,15119,Finger Millet and Sorghum Porridge,0,311,74,82.3,2.7,2.2,9.7,2.3,0.8,93,1.1,24,91,130,23,0.54,0.004,22,23,22,10,20,140,400,9,9,0.28,0,8,2,Porridges,"Kenya is well known for her age-old varieties of porridges. Being a tropical country, grains thrive very well, and it is no wonder they form part of Kenyan staples. These grains include finger millet, sorghum, bulrush millet and maize. Cassava is also commonly used as an ingredient in porridge recipes among western and coastal communities particularly Luhya, Kuria, Luo and Kamba. Some of the local names for porridge recipes include Usuu, ucuru and busara.",,A mixture of sorghum and finger millet grains provides a classic blend of nutrients in the porridge. Sometimes this porridge is enriched with sugar and milk. An excellent complementary food option in most communities in Kenya.,,\n1 cup (128 g) finger millet flour \n51⁄2 tbsp. (56 g) sorghum flour \n3 1/3 cups (749 g) milk \n3 1/3 cups (733 g) water,"\nBoil 3 cups of the water in a pot. \nMix the finger millet and the sorghum flour in a bowl, add 1 1⁄2 cups of milk and stir to attain a smooth consistency without lumps. \nAdd the mixture into the boiling water and stir continuously until it boils. \nAdd the rest of the milk and water. \nContinue cooking while stirring until ready (8-10 minutes). \nRemove from heat.",Preparation 3-5 minutes | Cooking 15 minutes | Serves 4
15,Mixed dishes,15120,Mashed Pumpkin and Black Nightshade,0,277,67,80.8,3.8,2.4,4.9,5.1,3,91,6.7,41,75,456,411,0.66,0.001,88,176,0,1050,90,270,1400,233,233,0,21500,0,10,Vegetables Dishes,"Kenya is home to numerous types of traditional vegetables. This section looks at some of the most common traditional and exotic vegetables in various communities in Kenya. Also featured is how they are eaten and by whom. Three types of leafy vegetables which are most common are not traditional to Kenya but exotic yet they have become part of Kenyan cuisine; these are Sukumawiki (kale), Spinach and Cabbage. Most of the other leafy vegetables featured are quite traditional and they include Jute mallow, Amaranth, Black nightshade, cowpea leaves, sweet potato leaves, spider plant, vine spinach and pumpkin leaves. Other vegetable dishes based on pumpkin, mushrooms and green peas are featured.",,This vegetable dish is popular among the Kisii community. The added pumpkin gives it a sweet taste to balance the bitterness of “managu”. It is eaten with Ugali as a side dish.,,"\n752 g black night shade leaves, raw \n1.1 kg pumpkin, raw \n1 tsp. (4 g) salt, iodized \n1/8 cup (24 g) cooking oil \n4 1⁄2 cups (998 g) water","\nPeel the pumpkin and wash. \nPluck the leaves from the stalks and wash. \nPut the pumpkin into a cooking pot, add all the water and salt. \nCook the pumpkin for 30 minutes. \nAdd oil and the black nightshade. Cover and cook for 20 minutes. \nRemove from the heat and mash into a smooth consistency. \nServe.",Preparation 5 minutes | Cooking 1 hour | Serves 4
15,Mixed dishes,15121,Enriched Matoke,0,465,111,73.7,2.4,3.5,15.8,3.2,1.4,15,0.9,33,37,256,220,0.32,0.002,0,0,0,2,80,40,1000,14,14,0,12000,0,4,Mashed Dishes,"This category comprises of those recipes which require mashing of all the ingredients together before serving. Different communities in Kenya traditionally mashed a combined set of ingredients together, perhaps as a coping mechanism or in order to save cooking time. These dishes were also believed to have a rich nutrient base and were eaten without any accompaniment. The most common ingredients used in these dishes were a root (such as potatoes or sweet potatoes or cassava), bananas (green or ripe), a green vegetable,maize, and a legume. Different communities have different names for these dishes. For example, Mukimo is common among the Kikuyu and Meru communities, Mushenye among the Luhya communities, Kimanga among the Taita and coastal communities. Avery common practice across many communities in Kenya is that most infant dishes are made from this category. Infant dishes exclude use of hard ingredients such as maize. [Process photos for recipes in this category will be added in this space]",,"This a typical infant dish among the Kisii community. It is wonderfully enriched with peanut butter paste to give it a smooth taste. Infants are fed on this from the age of 6 months onwards. Sometimes, this recipe is made with some green leafy vegetables.",,"\n9 green bananas, unpeeled, raw, un-peeled (1.5 kg)  \n1⁄4 cup (68 g) peanut butter \n1 tsp. (5 g) salt, iodized \n4 1⁄2 cups (968 g) water","\nPeel and wash the bananas. \nPut the washed bananas into a pot, add salt and all the water, and bring to a boil. \nCook until the bananas are ready and tender. \nRemove from heat; add the peanut butter and mash. \nServe while hot.",Preparation 5 minutes | Cooking 25 minutes | Serves 4
15,Mixed dishes,15122,Oatmeal,0,351,83,78.3,2.4,1.7,12.9,3.5,1.2,15,1,35,110,82,209,0.71,0.01,0,0,0,0,130,30,200,6,6,0,0,0,1,Common Snacks,"This section provides a variety of recipes common in Kenya that serve as breakfast items and snacks. Snacks generally constitute foods or drinks that can be served in small portions mainly between meals. Sometimes snacks can be eaten as a light meal. In most Kenyan communities, snacks are traditionally prepared from locally available ingredients.",,"This quick to prepare recipe, is eaten mainly for breakfast and is common among urban dwellers. It is eaten by the entire family.",,"\n1 cup (119 g) oats 4 \n2 1/3 cups (529 g) water \n1⁄4 tsp.  (1 g) salt, iodized ","\nPut the whole amount of oats and all the water into a pot and place on the stove. \nAdd a little salt to taste. Bring to boil while stirring continuously. \nBoil for 1 minute, remove from heat and cover. \nServe.",Preparation 5 minutes | Cooking 5 minutes | Serves
15,Mixed dishes,15123,Oat Porridge,0,363,86,79.3,1.9,1.6,15.3,1.4,0.5,39,0.4,18,77,69,14,0.45,0.005,11,11,11,5,50,80,100,3,3,0.14,0,4,2,Porridges,"Kenya is well known for her age-old varieties of porridges. Being a tropical country, grains thrive very well, and it is no wonder they form part of Kenyan staples. These grains include finger millet, sorghum, bulrush millet and maize. Cassava is also commonly used as an ingredient in porridge recipes among western and coastal communities particularly Luhya, Kuria, Luo and Kamba. Some of the local names for porridge recipes include Usuu, ucuru and busara.",,"Oat porridge provides a high satiety value to the family. Mainly an urban dish, it is growing in popularity as an infant dish but also serves as a breakfast option for adults.",,\n5 tbsp. (107 g) oatmeal flour \n1⁄2 cup (105 g) sugar \n4 1⁄2 cups (990 g) water \n11⁄2 cups (331 g) cow milk,"\nPut 1 1⁄2 cups of water into a cup, add oat flour and stir to a smooth consistency. \nPut the rest of the water in a pot and bring to boil. \nAdd the flour mixture into the boiling water and stir. \nContinue stirring while cooking for 2 minutes. \nAdd milk and heat while stirring for 7 minutes. \nAdd sugar and stir to mix. \nRemove and serve while hot.",Preparation 5 minutes | Cooking 10 minutes | Serves 4
15,Mixed dishes,15124,Enriched Mandazi,0,1590,379,23.5,7.6,16.1,49.9,2.2,0.8,45,3.3,21,134,105,80,0.66,0.002,90,92,88,24,470,360,3000,236,21,0.57,700,23,1,Common Snacks,"This section provides a variety of recipes common in Kenya that serve as breakfast items and snacks. Snacks generally constitute foods or drinks that can be served in small portions mainly between meals. Sometimes snacks can be eaten as a light meal. In most Kenyan communities, snacks are traditionally prepared from locally available ingredients.",,"A popular snack among urban dwellers across the country, enriched mandazi is a doughnut made with eggs plus fresh milk and conditioned with margarine; it is a favourite breakfast item for the entire family.",,"\n7 cups (1063 g) self-raising wheat flour. \n3 eggs (179 g). \n9 tbsp. (118 g) margarine. \nRind from 2 lemons (15 g). \n3⁄4 cup (144 g) sugar. \n1⁄2 tsp. (2 g) salt, iodized. \n7 cups (1039 g) cooking fat. \n11/3 cups (289 g) cow milk. \n11⁄4 cups (282 g) water ","\nPut flour, salt, sugar and lemon rind into a bowl and mix. \nMix all the water with the milk and warm. \nAdd margarine into the dry ingredients and rub in. \nAdd eggs onto the dry ingredients and mix. \nAdd the warm diluted milk into the bowl and knead the mixture into a soft dough. \nCover the dough with a dump cloth for 40 minutes. \nHeat all the cooking fat in a pot for 10 minutes or until the oil bubbles when a pinch of dough is dropped in the oil. \nRoll out the dough into the desired thickness; about a 1⁄4 of an inch thick. \nCut the dough into preferred shapes. \nGently drop the cut-out pieces into the hot oil. \nFry one side until golden brown and turn. \nRemove from oil and place onto paper towels to drain any excess oil. \nRepeat the process with the rest of the pieces. \nServe as desired.",Preparation 45 minutes | Cooking 30 minutes | Serves 4
15,Mixed dishes,15125,Basic Mandazi,0,1430,340,28.2,6.4,12.9,48.7,2.1,1.7,136,3.5,19,331,350,241,0.52,0,48,48,48,1,460,290,3000,230,17,0.4,0,0,1,Common Snacks,"This section provides a variety of recipes common in Kenya that serve as breakfast items and snacks. Snacks generally constitute foods or drinks that can be served in small portions mainly between meals. Sometimes snacks can be eaten as a light meal. In most Kenyan communities, snacks are traditionally prepared from locally available ingredients.",,"You will find this recipe in any home across Kenya. Preferred for its simplicity, it serves the entire family and a choice item for breakfast.",,\n7 1⁄4 cups (953 g) all-purpose wheat flour \n3 tbsp. (48 g) baking powder \n2/3 cup (128 g) sugar \n6 1/3 cups (1235 g) cooking oil \n3 1/3 cups (723 g) water,"\nPut the wheat flour into a bowl, add baking powder \nAdd 3 1/3 of cups water and mix properly to make soft dough. \nAdd 4 tablespoons of cooking oil and continue kneading. \nCover and leave to stand for 40 minutes. \nRoll out the dough and cut into desired shapes \nAdd the rest of the cooking oil into the pot/ deep frying pan and heat for 10 minutes (use a piece of dough to test). \nCarefully drop the cut-out pieces into the hot oil and fry until golden brown. \nRepeat the process for all the pieces. \nRemove from oil, place on paper towel to drain any excess oil. \nRepeat the process with the rest of the pieces. \nServe with a hot beverage.",Preparation 1 hour | Cooking 30 minutes | Serves 4
15,Mixed dishes,15126,Stewed Split Dal,0,291,69,81.8,3.7,1.9,8.1,2.7,1.9,22,1.2,21,54,142,459,0.42,0.006,9,18,0,105,50,30,300,31,31,0,4800,0,10,Vegetables Dishes,"Kenya is home to numerous types of traditional vegetables. This section looks at some of the most common traditional and exotic vegetables in various communities in Kenya. Also featured is how they are eaten and by whom. Three types of leafy vegetables which are most common are not traditional to Kenya but exotic yet they have become part of Kenyan cuisine; these are Sukumawiki (kale), Spinach and Cabbage. Most of the other leafy vegetables featured are quite traditional and they include Jute mallow, Amaranth, Black nightshade, cowpea leaves, sweet potato leaves, spider plant, vine spinach and pumpkin leaves. Other vegetable dishes based on pumpkin, mushrooms and green peas are featured.",,This recipe is part of an assortment of dishes that make up a meal platter and is traditional to the Kenyan Indian community. The dal stew is heavily spiced to give a tantalizing taste. It is served as a family dish during lunch or dinner as a side dish.,,"\n1 cup (176 g) yellow split dal, raw \n3 tomatoes, red, raw diced (246 g) \n2 tsp. (12 g) salt, iodized \n3⁄4 tsp. (2 g) turmeric powder \n1⁄4 tsp. (1 g) red chilli powder \n1⁄2 tbsp. (17 g) tomato paste, salted \n2 tbsp. (22 g) cooking oil \n1 tsp. (3 g) fenugreek seeds, raw \n1 tsp. (4 g) mustard seeds, raw \n1 tsp. (2 g) cumin seeds, raw \n1 bunch (3 g) curry leaves \n1 lemon, fresh (3 g) \n1 1⁄2 tbsp. (22 g) sugar, white \n8 1⁄2 cups (1835 g) water","\nSoak the dal for 50 minutes and wash. \nPut the soaked dal into a cooking pot. Add 4 1⁄2 cups of water and 2 teaspoons of salt. Cook for 40 minutes while stirring at intervals. \nMeanwhile, weigh and mix tomatoes, turmeric, red chilli powder, tomato paste and fenugreek seeds. \nPut cooking oil, mustard seeds and cumin seeds into a pot and cook for 1 minute. \nAdd the mixed ingredients cook for 2 minutes. \nAdd 4 cups of water and curry leaves then stir. \nBoil for 5 minutes. \nAdd juice of lemon and sugar then stir. \nMeanwhile grind the boiled dal (sieve it if necessary) \nAdd the ground dal into the pot and stir. \nCover to cook for 12 minutes. \nRemove from heat and serve",Preparation 1 hour | Cooking 1 hour | Serves 4
15,Mixed dishes,15127,Potato Curry,0,608,145,69,2.2,7,17.3,2.2,2.3,25,1.7,22,68,475,537,0.41,0.001,10,20,0,120,60,40,900,32,32,0,11400,0,10,Vegetables Dishes,"Kenya is home to numerous types of traditional vegetables. This section looks at some of the most common traditional and exotic vegetables in various communities in Kenya. Also featured is how they are eaten and by whom. Three types of leafy vegetables which are most common are not traditional to Kenya but exotic yet they have become part of Kenyan cuisine; these are Sukumawiki (kale), Spinach and Cabbage. Most of the other leafy vegetables featured are quite traditional and they include Jute mallow, Amaranth, Black nightshade, cowpea leaves, sweet potato leaves, spider plant, vine spinach and pumpkin leaves. Other vegetable dishes based on pumpkin, mushrooms and green peas are featured.",,Potato curry is a spiced recipe that makes part of a full meal platter and served during a main meal. It is typical to the Kenyan Indian community and is relished by the entire family.,,"\n2 potatoes, unpeeled, Irish, white, raw (558 g) \n2 tomatoes, red, ripe (223 g) \n2 tsp. (9 g) salt, iodized \n1⁄4 tsp. (1 g) turmeric powder \n2 tsp. (6 g) coriander powder \n1⁄4 tsp. (1 g) red chilli powder \n3 1⁄2 tbsp. (42 g) cooking oil \n1⁄4 tsp. (1 g) fenugreek seeds, raw \n1 tsp. (3 g) mustard seeds, raw \n1⁄2 tsp. (3 g) cumin seeds, raw \n1⁄2 bunch (2 g) curry leaves \n1⁄4 lemon, fresh (5 g) \n2 tsp. (9 g) sugar \n1 1/3 cups (299 g) water","\nPeel wash and cut the potatoes. \nBlend tomatoes, turmeric powder, coriander powder, red chilli powder, 1 tablespoon of cooking oil. \nPut 2 1⁄2 tablespoons of cooking oil in a cooking pot and heat for 3 minutes. \nAdd the fenugreek, mustard seeds, curry leaves and cumin seeds. \nStir and cook for 2 minutes. \nAdd the blended ingredients, mix and cook for 2 minutes. \nAdd salt and all the water and cook for 10 minutes. \nMeanwhile, mix the sugar and lemon juice into a separate cup. \nAdd the potatoes and stir. Add the sugar-lemon juice solution. \nCover to cook for 16 minutes or until the potatoes are tender. \nRemove from heat and serve. ",Preparation 15 minutes | Cooking 30 minutes | Serves 4
15,Mixed dishes,15128,Peas and Brinjal Curry,0,544,131,72.5,4.2,8.5,6.6,5.8,2.4,38,2.1,30,71,253,520,1.96,0.002,29,58,0,348,130,90,1100,56,56,0,16800,0,10,Vegetables Dishes,"Kenya is home to numerous types of traditional vegetables. This section looks at some of the most common traditional and exotic vegetables in various communities in Kenya. Also featured is how they are eaten and by whom. Three types of leafy vegetables which are most common are not traditional to Kenya but exotic yet they have become part of Kenyan cuisine; these are Sukumawiki (kale), Spinach and Cabbage. Most of the other leafy vegetables featured are quite traditional and they include Jute mallow, Amaranth, Black nightshade, cowpea leaves, sweet potato leaves, spider plant, vine spinach and pumpkin leaves. Other vegetable dishes based on pumpkin, mushrooms and green peas are featured.",,Green peas prepared with brinjals is a curry that makes part of a full meal platter referred to as Thali. It is traditional to Kenyan Indian community and is served as a side dish during lunch or dinner.,,"\n1 cup (186 g) garden peas, raw \n3 egg plants (brinjals), raw (169 g) \n2 tomatoes, red, ripe (161 g) \n1 bunch (40 g) coriander leaves \n3 cloves (10 g) garlic \n2 chillies, fresh, raw (5 g) \n1 piece ginger (7 g) \n1 tsp. (3 g) fenugreek seeds, raw \n1 tsp. (3 g) mustard seeds, raw \n1⁄4 tsp. (1 g) cumin seeds, raw \n2 tsp. (8 g) coriander powder \n1⁄4 tsp. (1 g) turmeric powder \n1⁄4 tsp. (1 g) red chilli powder \n1 1⁄2 tsp. (7 g) salt, iodized \n1⁄2 cup (113 g) water \n3 tbsp. (39 g) cooking oil\","\nBlend all the ingredients together; except garden peas, eggplants, water and cooking oil. \nCut the eggplant and mix with garden peas in a separate bowl. \nInto a clean pot, add the cooking oil and heat for 2 minutes. \nAdd the blended ingredients and stir. Cook for 3 minutes. \nAdd the peas and egg plants, and stir. \nAdd 1⁄2 cup water. \nCover and cook for 20 minutes. \nRemove from heat and serve.",Preparation 5 minutes | Cooking 25 minutes | Serves 4
15,Mixed dishes,15129,Steamed Rice,0,513,121,68.6,2.6,0.3,26.7,0.2,1.5,10,0.3,9,49,22,521,0.45,0.001,0,0,0,0,20,40,400,2,2,0,0,0,3,Rice Dishes,"Rice dishes are typical among the Swahili and urban communities. As such, most rice dishes are named in Kiswahili. For example, the rice dishes that incorporate ingredients like beans, green grams or potatoes are described as “Mseto”. Rice dishes are eaten in the rural areas occasionally. Pilau is the most common among the spicy rice recipes in Kenya. Plain rice recipes are also covered in this section. Some communities incorporate milk in rice recipes as is common among Kalenjin and Swahili communities. [Process photos for recipes in this category will be added in this space]",,The special step of soaking rice in this recipe gives a deliciously fluffy dish. Steamed rice is usually accompanied by a variety of stews including legume based stews. It is common among Kenyan Indians and the Swahilis. Usually eaten by the entire family and can serve as part of infant feeding.,,"\n1 cup (193 g) raw white rice \n4 2/3 cups (1015 g) water \n2 tsp. (9 g) salt, iodized ","\nSort and soak the rice in 2 cups of water for 30 minutes. \nDrain and discard the water. \nPut the soaked rice into a cooking pot, add the rest of the water (2 2/3 cups) and salt. \nBring to a boil and cook for 20 minutes. \nDrain the water when the rice is semi-cooked. \nSteam for 10 minutes on low heat. \nRemove from heat and serve. ",Preparation 35 minutes | Cooking 30 minutes | Serves 4
15,Mixed dishes,15130,Rotli (Indian Chapati),0,1560,374,21.6,8,16.7,43.8,7.9,2,25,2.7,83,199,234,354,1.64,0.027,44,46,42,25,320,90,2200,39,0,0,0,28,13,Accompaniments,This section looks at mixed recipes that are usually served as accompaniments to several other dishes either stews or beverages.,,"Roti is the Indian version of chapatti. It is common among the Kenyan Indian community. Usually, Roti is part of an assortment of dishes that make up a platter for a main meal. It is eaten as an accompaniment.",,"\n1 3/4 cups (227 g) wheat flour, whole \n1⁄2 tsp. (3 g) salt, iodized \n3/4 cup (163 g) water \n2 tbsp. (26 g) cooking oil \n2 1⁄2 tbsp. (34 g) cow ghee","\nPut wheat flour into a bowl, add salt and ghee. \nAdd 3⁄4 cup of water while kneading. \nKnead the mixture into soft dough. \nCover and leave to rest for 3 hours. \nHeat a pan for 2 minutes. Put a drop of cooking oil. \nRoll the dough into circular discs of desired sizes and place them on the pan. \nFry for 3 minutes until they turn brown or while turning continuously. \nAdd a little oil if necessary. \nRemove and repeat the process for all the pieces.",Preparation 3 hours | Cooking 21 minutes | Serves 4
15,Mixed dishes,15131,Potato Bhajia,0,1960,471,15.1,8.6,31,37.1,4.8,3.5,29,3,39,132,783,587,0.78,0.002,5,9,1,50,170,90,1800,81,81,0,8200,0,11,Root & Banana Dishes,"Kenyan cuisine encompasses the variety of root-based recipes usually mixed with other roots, vegetables or bananas. Some of the root recipes are almost extinct due to reduced emphasis at crop production level. For instance, the yams and cassava are hardly available at market level which implies reduced cultivation. However, yam dish continues to dominate household meals where this is typical. Roots like arrow roots have seen more utilization as a result of increased emphasis at production level. Irish potatoes are the most abundantly available in Kenya followed by Sweet potato roots. Promotion of the orange fleshed sweet potato has seen increased utilization as a common recipe in most Kenyan communities. [Process photos for recipes in this category will be added in this space]",,This is a spicy recipe common among Kenyan Indian community. It is served as part of a main meal and is eaten by the entire family.,,"\n3 potatoes, unpeeled, white, Irish (809 g) \n1 small piece of ginger (11 g) \n4 cloves garlic (14 g) \n4 green chillies (8 g) \n1 bunch (30 g) coriander leaves \n1 cups (133 g) gram flour \n1 1⁄2 tsp. (8 g) salt, iodized \n1 tsp. (2 g) red chilli powder \n1 tsp. (2 g) turmeric powder \nJuice of 1⁄2 lemon (2 g) \n4 1/8 cups (818 g) cooking oil \n1/3 cup (68 g) water \n1 pinch (1 g) bicarbonate of soda ","\nPeel the potatoes, wash, cut into round shapes and put aside. \nCrush the garlic, ginger and green chilli. Cut the coriander leaves. \nInto a clean dry bowl, add all the ingredients and mix (gram flour, ginger, garlic, red chilli, green chillies, coriander leaves, salt, turmeric powder, lemon juice and bicarbonate of soda). \nInto the mixed ingredients, add cut potatoes and mix to evenly coat the potatoes. \nAdd a little water if necessary. \nPut cooking oil into a cooking pot and heat for 7 minutes. \nPut in the coated potatoes and fry for 8 minutes. \nRemove from oil and place onto paper towels to drain the oil. \nServe while hot. ",Preparation 10 minutes | Cooking 40 minutes | Serves 4
15,Mixed dishes,15132,Chaas (Diluted Yoghurt),0,252,60,86.6,2,2.2,8,0,1.1,106,0.1,8,66,93,262,0.24,0.002,24,26,23,16,40,110,0,0,0,0.12,0,7,14,Desserts and Sauces,There are few communities in Kenya that have desserts and sauces that are traditional to them.,,Chaas is simply diluted yoghurt with a pitch of salt. It is served after a main meal among the Kenyan Indian Community.,,"\n2 cups (450 g) natural yoghurt \n3⁄4 cup (169 g) water \n1 tsp. (4 g) salt, iodized","\nAdd natural yoghurt, all the water and salt and whisk \nServe",Preparation 5 minutes | Serves 2
15,Mixed dishes,15133,Siro (Semolina & Nuts),0,1720,412,28.4,4.3,26.1,39.4,1.1,0.8,81,0.5,19,105,140,24,0.66,0.004,196,205,187,105,30,180,300,9,9,0.32,0,73,14,Desserts and Sauces,There are few communities in Kenya that have desserts and sauces that are traditional to them.,,Siro is a sweet desert that is served after a main meal. It is traditional to the Kenyan Indian community.,,"\n1 cup (145 g) semolina flour \n1 cup (177 g) cow ghee \n2 1/8 cups (472 g) cow milk \n1 cup (188 g) sugar \n15 pistachio nuts, raw (22 g)  \n1 tbsp. almonds, nuts, raw (10 g) \n1 tsp. (1 g) cardamoms, powder ","\nInto a clean pot, add semolina flour and ghee. \nHeat for 15 minutes while stirring continuously. \nPut milk into a separate pot and bring to a boil \nAdd cardamoms into the milk and boil. \nAdd the boiled milk into the semolina flour mixture and stir. \nAdd sugar and stir, cook for another 7 minutes \nRemove from heat and garnish with almonds and pistachio nuts. \nServe.",Preparation 15 minutes | Cooking 30 minutes | Serves 4
15,Mixed dishes,15134,Minced Meat Balls,0,659,157,65.9,8.1,5.4,18.6,0.8,1.3,14,4.4,17,126,133,321,1.55,0.007,9,16,2,79,20,100,1400,5,5,0.43,4100,19,7,"Meats, Fish & Eggs","This section features different kinds of meats, fish and egg recipes that are common in Kenya. The various methods of cooking these proteins are explained.",,"This recipe is common in many urban communities in Kenya. It is usually made from minced meat with various types of fresh spices. It is usually served as an accompaniment with starchy dishes such as potatoes, rice or spaghetti. As such it is eaten during lunch or dinner and enjoyed by the entire family.",,"\n1 kg minced raw beef, medium fat \n5 1⁄2 cups (1207 g) water \n4 onions, red skinned, raw, unpeeled (376 g) \n5 tomatoes, red, ripe (439 g) \n1 bunch coriander leaves (51 g) \n2 1⁄2 tsp. (12 g) salt, iodized \n1⁄2 cup cooking oil (102 g) \n2 tsp. (4 g) cumin seeds meat. \n1 1⁄2 tsp. (3 g) curry powder \n4 Royco® cubes (8 g) \n1 whole garlic (39 g) \n1⁄4 cup (48 g) white raw rice ","\nPound the minced meat in a mortar. \nPrepare and cut the onions as well as the tomatoes and chop into two separate bowls. \nDivide the onion, garlic, cumin seed and coriander in two equal portions. Mix and pound one half of each divided ingredient and add into the pounded \nAdd rice to the pounded mixture and crush the grains. \nFry the other half of onions in 1⁄2 cup of cooking oil until they turn golden brown. Add salt and stir. \nAdd tomatoes and all the water, and then simmer until the tomatoes are tender. \nPound the rest of the garlic, cumin seeds and coriander into the pounded meat. \nWork the meat with palms to form balls using 1⁄4 cup of cooking oil. \nAdd the meat balls into the simmering tomato soup. \nAdd garlic, curry powder and Royco® cubes. \nSimmer for 30 minutes until the meat balls are ready. ",Preparation 30 minutes | Cooking 1 hour 15 minutes | Serves 4
15,Mixed dishes,15136,Wheat Flour Porridge,0,468,111,76.3,2.5,3.9,16.1,0.9,0.3,14,0.9,21,32,60,3,0.24,0.001,7,7,7,0,110,50,1400,37,7,0.06,0,0,2,Porridges,"Kenya is well known for her age-old varieties of porridges. Being a tropical country, grains thrive very well, and it is no wonder they form part of Kenyan staples. These grains include finger millet, sorghum, bulrush millet and maize. Cassava is also commonly used as an ingredient in porridge recipes among western and coastal communities particularly Luhya, Kuria, Luo and Kamba. Some of the local names for porridge recipes include Usuu, ucuru and busara.",,The Nubian community in Kenya consider this recipe special to infant feeding. It is enriched with peanut butter and sugar to give a smooth sweet taste.,,"\n3⁄4 cup (112 g) wheat flour, refined \n6 cups (1286 g) water \n2/3 cup (135 g) sugar \n1⁄2 cup (119 g) peanut butter",\nPut 4 cups of water into a pot and bring to a boil. \nMix the wheat flour and 1 1⁄2 cups of water in a separate bowl to a smooth consistency. \nAdd flour mixture into the boiling water and stir until it starts to bubble. \nMix the peanut butter with 1⁄2 cup of water and add gradually into the boiling porridge while stirring. \nBoil for 3 minutes and add sugar. \nSimmer for 4 minutes and serve.,Preparation 5 minutes | Cooking 15 minutes | Serves 4
